burnup,boron,group,absorption,capture,fission,nu_fission,transport,out_scatter,diffusion
6.0,102.0,1,0.010963,0.00773645,0.00322652,0.00823927,0.250679,0.0185531,1.32972
6.0,1479.6,1,0.0114534,0.0081982,0.00325525,0.00831333,0.251756,0.0186844,1.32404
6.0,1530.6,1,0.0114712,0.00821498,0.00325621,0.00831583,0.251792,0.0186877,1.32385
6.0,1581.6,1,0.0114889,0.00823173,0.00325716,0.00831831,0.251827,0.018691,1.32366
6.0,1632.7,1,0.0115066,0.00824851,0.00325812,0.00832079,0.251863,0.0186941,1.32347
6.0,1683.7,1,0.0115243,0.00826522,0.00325906,0.00832324,0.251898,0.0186972,1.32329
6.0,1734.7,1,0.0115419,0.00828192,0.00326,0.00832568,0.251933,0.0187001,1.3231
6.0,1785.7,1,0.0115595,0.00829859,0.00326093,0.00832811,0.251968,0.018703,1.32292
6.0,1836.7,1,0.0115771,0.00831524,0.00326185,0.00833051,0.252002,0.0187058,1.32274
6.0,1887.8,1,0.0115947,0.0083319,0.00326277,0.00833291,0.252037,0.0187085,1.32256
6.0,1938.8,1,0.0116122,0.0083485,0.00326368,0.00833529,0.252071,0.018711,1.32238
6.0,153.1,1,0.0109816,0.00775388,0.00322769,0.00824226,0.250723,0.0185595,1.32949
6.0,1989.8,1,0.0116297,0.00836509,0.00326459,0.00833766,0.252105,0.0187135,1.3222
6.0,2040.8,1,0.0116471,0.00838166,0.00326549,0.00834001,0.252138,0.018716,1.32203
6.0,2091.8,1,0.0116646,0.00839821,0.00326638,0.00834235,0.252172,0.0187183,1.32185
6.0,2142.9,1,0.011682,0.00841476,0.00326727,0.00834467,0.252205,0.0187205,1.32168
6.0,2193.9,1,0.0116994,0.00843127,0.00326816,0.00834699,0.252238,0.0187227,1.3215
6.0,2244.9,1,0.0117168,0.00844775,0.00326903,0.00834928,0.252271,0.0187247,1.32133
6.0,2295.9,1,0.0117341,0.00846422,0.0032699,0.00835156,0.252303,0.0187267,1.32116
6.0,2346.9,1,0.0117514,0.00848066,0.00327077,0.00835383,0.252335,0.0187286,1.32099
6.0,2398.0,1,0.0117687,0.00849712,0.00327163,0.00835609,0.252368,0.0187304,1.32082
6.0,2449.0,1,0.011786,0.00851351,0.00327248,0.00835833,0.252399,0.0187321,1.32066
6.0,204.1,1,0.0110001,0.00777126,0.00322885,0.00824522,0.250767,0.0185658,1.32926
6.0,2500.0,1,0.0118032,0.0085299,0.00327333,0.00836056,0.252431,0.0187338,1.32049
6.0,255.1,1,0.0110186,0.00778861,0.00322999,0.00824817,0.25081,0.018572,1.32903
6.0,306.1,1,0.0110371,0.00780594,0.00323113,0.00825109,0.250852,0.018578,1.3288
6.0,357.1,1,0.0110555,0.00782324,0.00323227,0.008254,0.250895,0.0185839,1.32858
6.0,408.2,1,0.0110739,0.00784056,0.00323339,0.00825689,0.250937,0.0185897,1.32835
6.0,0.0,2,0.131329,0.0527327,0.0785963,0.195948,1.03916,0.00202122,0.320773
6.0,459.2,2,0.136733,0.0583565,0.0783765,0.195539,1.03734,0.00209313,0.321333
6.0,510.2,2,0.137329,0.0589759,0.0783529,0.195495,1.03716,0.00210104,0.321392
6.0,561.2,2,0.137924,0.0595944,0.0783294,0.195452,1.03697,0.00210892,0.32145
6.0,612.2,2,0.138518,0.0602119,0.078306,0.195409,1.03679,0.00211679,0.321507
6.0,663.3,2,0.139112,0.0608293,0.0782829,0.195366,1.0366,0.00212465,0.321563
6.0,714.3,2,0.139705,0.0614448,0.0782598,0.195324,1.03642,0.00213248,0.321618
6.0,765.3,2,0.140296,0.0620594,0.0782369,0.195282,1.03625,0.0021403,0.321673
6.0,816.3,2,0.140887,0.0626729,0.0782141,0.19524,1.03607,0.0021481,0.321727
6.0,867.4,2,0.141478,0.0632867,0.0781914,0.195199,1.0359,0.00215589,0.321781
6.0,918.4,2,0.142067,0.0638983,0.0781689,0.195158,1.03573,0.00216366,0.321833
6.0,51.0,2,0.131933,0.0533614,0.0785712,0.195901,1.03895,0.00202927,0.320838
6.0,969.4,2,0.142656,0.0645089,0.0781466,0.195117,1.03557,0.00217141,0.321885
6.0,1020.4,2,0.143243,0.0651187,0.0781244,0.195077,1.0354,0.00217914,0.321936
6.0,1071.4,2,0.14383,0.0657274,0.0781024,0.195037,1.03524,0.00218686,0.321987
6.0,1122.5,2,0.144417,0.0663364,0.0780804,0.194997,1.03508,0.00219457,0.322037
6.0,1173.5,2,0.145002,0.0669433,0.0780587,0.194958,1.03492,0.00220226,0.322086
6.0,1224.5,2,0.145586,0.0675492,0.078037,0.194919,1.03476,0.00220992,0.322134
6.0,1275.5,2,0.14617,0.0681542,0.0780155,0.19488,1.03461,0.00221757,0.322182
6.0,1326.5,2,0.146752,0.0687583,0.0779942,0.194842,1.03446,0.00222521,0.322229
6.0,1377.6,2,0.147336,0.0693626,0.0779729,0.194804,1.03431,0.00223284,0.322276
6.0,1428.6,2,0.147917,0.0699649,0.0779518,0.194766,1.03416,0.00224044,0.322321
6.0,102.0,2,0.132535,0.0539891,0.0785463,0.195854,1.03874,0.00203731,0.320903
6.0,1479.6,2,0.148497,0.0705663,0.0779309,0.194729,1.03402,0.00224803,0.322366
6.0,1530.6,2,0.149077,0.0711667,0.0779101,0.194691,1.03388,0.0022556,0.322411
6.0,1581.6,2,0.149656,0.0717663,0.0778894,0.194655,1.03374,0.00226316,0.322454
6.0,1632.7,2,0.150235,0.0723661,0.0778689,0.194618,1.0336,0.00227071,0.322498
6.0,1683.7,2,0.150812,0.0729639,0.0778484,0.194582,1.03346,0.00227823,0.32254
6.0,1734.7,2,0.151389,0.0735608,0.0778282,0.194546,1.03333,0.00228574,0.322582
6.0,1785.7,2,0.151965,0.0741569,0.077808,0.19451,1.0332,0.00229323,0.322623
6.0,1836.7,2,0.15254,0.074752,0.077788,0.194475,1.03307,0.00230071,0.322663
6.0,1887.8,2,0.153116,0.0753475,0.077768,0.19444,1.03294,0.00230818,0.322703
6.0,1938.8,2,0.153689,0.0759409,0.0777483,0.194405,1.03282,0.00231563,0.322742
6.0,153.1,2,0.133139,0.054617,0.0785215,0.195808,1.03853,0.00204535,0.320967
6.0,1989.8,2,0.154262,0.0765335,0.0777287,0.194371,1.03269,0.00232306,0.322781
6.0,2040.8,2,0.154834,0.0771252,0.0777091,0.194337,1.03257,0.00233047,0.322819
6.0,2091.8,2,0.155406,0.077716,0.0776898,0.194303,1.03245,0.00233787,0.322856
6.0,2142.9,2,0.155978,0.0783072,0.0776705,0.194269,1.03233,0.00234527,0.322893
6.0,2193.9,2,0.156548,0.0788964,0.0776514,0.194236,1.03222,0.00235264,0.322929
6.0,2244.9,2,0.157117,0.0794847,0.0776323,0.194203,1.0321,0.00235999,0.322965
6.0,2295.9,2,0.157686,0.0800723,0.0776134,0.19417,1.03199,0.00236733,0.323
6.0,2346.9,2,0.158254,0.0806589,0.0775947,0.194138,1.03188,0.00237466,0.323034
6.0,2398.0,2,0.158822,0.081246,0.077576,0.194106,1.03178,0.00238198,0.323068
6.0,2449.0,2,0.159388,0.081831,0.0775575,0.194074,1.03167,0.00238927,0.323101
6.0,204.1,2,0.13374,0.0552426,0.0784969,0.195762,1.03833,0.00205336,0.32103
6.0,2500.0,2,0.159954,0.0824152,0.0775391,0.194042,1.03157,0.00239655,0.323133
6.0,255.1,2,0.13434,0.0558671,0.0784725,0.195716,1.03812,0.00206134,0.321092
6.0,306.1,2,0.134939,0.0564907,0.0784482,0.195671,1.03793,0.00206931,0.321154
6.0,357.1,2,0.135538,0.0571133,0.0784244,0.195627,1.03773,0.00207727,0.321214
6.0,408.2,2,0.136136,0.057736,0.0784004,0.195583,1.03754,0.00208522,0.321274
6.5,0.0,1,0.0109411,0.0077362,0.00320488,0.00819053,0.250551,0.018522,1.3304
6.5,459.2,1,0.0111087,0.00789318,0.0032155,0.00821785,0.250939,0.0185772,1.32834
6.5,510.2,1,0.0111271,0.00791049,0.00321664,0.00822079,0.250981,0.0185827,1.32812
6.5,561.2,1,0.0111455,0.00792777,0.00321777,0.00822371,0.251022,0.018588,1.3279
6.5,612.2,1,0.0111639,0.00794503,0.00321889,0.00822661,0.251063,0.0185933,1.32769
6.5,663.3,1,0.0111823,0.00796231,0.00322001,0.00822949,0.251104,0.0185984,1.32747
6.5,714.3,1,0.0112006,0.00797949,0.00322111,0.00823234,0.251144,0.0186034,1.32726
6.5,765.3,1,0.0112189,0.00799668,0.00322221,0.00823518,0.251184,0.0186083,1.32705
6.5,816.3,1,0.0112371,0.00801384,0.0032233,0.00823801,0.251224,0.0186131,1.32684
6.5,867.4,1,0.0112554,0.00803102,0.00322438,0.00824083,0.251263,0.0186177,1.32663
6.5,918.4,1,0.0112736,0.00804813,0.00322546,0.00824362,0.251303,0.0186223,1.32642
6.5,51.0,1,0.0109598,0.00775373,0.0032061,0.00819365,0.250595,0.0185287,1.33017
6.5,969.4,1,0.0112918,0.00806524,0.00322653,0.00824639,0.251342,0.0186267,1.32622
6.5,1020.4,1,0.0113099,0.0080823,0.00322759,0.00824915,0.25138,0.018631,1.32601
6.5,1071.4,1,0.011328,0.00809935,0.00322865,0.00825189,0.251418,0.0186352,1.32581
6.5,1122.5,1,0.0113461,0.00811641,0.0032297,0.00825462,0.251457,0.0186394,1.32561
6.5,1173.5,1,0.0113642,0.00813341,0.00323074,0.00825732,0.251494,0.0186433,1.32541
6.5,1224.5,1,0.0113822,0.00815039,0.00323178,0.00826001,0.251532,0.0186472,1.32521
6.5,1275.5,1,0.0114001,0.00816734,0.0032328,0.00826269,0.251569,0.018651,1.32502
6.5,1326.5,1,0.0114181,0.00818427,0.00323382,0.00826534,0.251606,0.0186547,1.32482
6.5,1377.6,1,0.0114361,0.00820121,0.00323484,0.00826799,0.251643,0.0186583,1.32463
6.5,1428.6,1,0.0114539,0.0082181,0.00323585,0.00827062,0.251679,0.0186617,1.32444
6.5,102.0,1,0.0109785,0.00777125,0.0032073,0.00819674,0.250639,0.0185352,1.32993
6.5,1479.6,1,0.0114718,0.00823497,0.00323685,0.00827323,0.251716,0.0186651,1.32425
6.5,1530.6,1,0.0114897,0.00825181,0.00323784,0.00827582,0.251752,0.0186684,1.32406
6.5,1581.6,1,0.0115075,0.00826863,0.00323883,0.00827839,0.251787,0.0186716,1.32387
6.5,1632.7,1,0.0115253,0.00828546,0.00323981,0.00828096,0.251823,0.0186746,1.32368
6.5,1683.7,1,0.011543,0.00830223,0.00324078,0.0082835,0.251858,0.0186776,1.3235
6.5,1734.7,1,0.0115607,0.00831899,0.00324175,0.00828603,0.251893,0.0186805,1.32331
6.5,1785.7,1,0.0115784,0.00833572,0.00324271,0.00828855,0.251928,0.0186833,1.32313
6.5,1836.7,1,0.0115961,0.00835243,0.00324367,0.00829105,0.251962,0.018686,1.32295
6.5,1887.8,1,0.0116138,0.00836914,0.00324462,0.00829353,0.251997,0.0186886,1.32277
6.5,1938.8,1,0.0116314,0.0083858,0.00324556,0.008296,0.252031,0.0186911,1.32259
6.5,153.1,1,0.0109973,0.00778876,0.0032085,0.00819982,0.250683,0.0185416,1.3297
6.5,1989.8,1,0.0116489,0.00840245,0.00324649,0.00829845,0.252064,0.0186936,1.32241
6.5,2040.8,1,0.0116665,0.00841907,0.00324742,0.00830089,0.252098,0.0186959,1.32224
6.5,2091.8,1,0.011684,0.00843567,0.00324835,0.00830331,0.252131,0.0186982,1.32206
6.5,2142.9,1,0.0117015,0.00845228,0.00324926,0.00830572,0.252164,0.0187003,1.32189
6.5,2193.9,1,0.011719,0.00846884,0.00325018,0.00830812,0.252197,0.0187024,1.32172
6.5,2244.9,1,0.0117365,0.00848537,0.00325108,0.00831049,0.25223,0.0187044,1.32155
6.5,2295.9,1,0.0117539,0.00850189,0.00325198,0.00831286,0.252262,0.0187063,1.32138
6.5,2346.9,1,0.0117712,0.00851838,0.00325287,0.00831521,0.252295,0.0187081,1.32121
6.5,2398.0,1,0.0117886,0.00853489,0.00325376,0.00831755,0.252327,0.0187099,1.32104
6.5,2449.0,1,0.011806,0.00855133,0.00325464,0.00831987,0.252358,0.0187115,1.32087
6.5,204.1,1,0.0110159,0.00780623,0.00320969,0.00820288,0.250727,0.0185479,1.32947
6.5,2500.0,1,0.0118233,0.00856777,0.00325552,0.00832218,0.25239,0.0187131,1.32071
6.5,255.1,1,0.0110345,0.00782365,0.00321087,0.00820591,0.25077,0.018554,1.32924
6.5,306.1,1,0.0110531,0.00784107,0.00321204,0.00820892,0.250813,0.01856,1.32901
6.5,357.1,1,0.0110716,0.00785845,0.0032132,0.00821192,0.250855,0.0185658,1.32879
6.5,408.2,1,0.0110902,0.00787585,0.00321435,0.0082149,0.250897,0.0185716,1.32856
6.5,0.0,2,0.131062,0.0525794,0.0784831,0.19597,1.0397,0.00201757,0.320605
6.5,459.2,2,0.13651,0.0582245,0.0782859,0.195625,1.0379,0.00209012,0.321162
6.5,510.2,2,0.137111,0.0588464,0.0782647,0.195588,1.03771,0.00209809,0.32122
6.5,561.2,2,0.137711,0.0594672,0.0782437,0.195552,1.03753,0.00210604,0.321277
6.5,612.2,2,0.13831,0.060087,0.0782228,0.195516,1.03734,0.00211397,0.321334
6.5,663.3,2,0.138909,0.060707,0.078202,0.19548,1.03716,0.0021219,0.32139
6.5,714.3,2,0.139506,0.0613246,0.0781815,0.195445,1.03698,0.0021298,0.321445
6.5,765.3,2,0.140102,0.0619414,0.078161,0.19541,1.03681,0.00213769,0.321499
6.5,816.3,2,0.140698,0.0625573,0.0781407,0.195375,1.03664,0.00214555,0.321553
6.5,867.4,2,0.141294,0.0631734,0.0781205,0.195341,1.03647,0.00215342,0.321606
6.5,918.4,2,0.141888,0.0637873,0.0781004,0.195306,1.0363,0.00216125,0.321658
6.5,51.0,2,0.131671,0.0532106,0.0784605,0.195931,1.03949,0.0020257,0.32067
6.5,969.4,2,0.142481,0.0644003,0.0780805,0.195273,1.03613,0.00216907,0.321709
6.5,1020.4,2,0.143073,0.0650123,0.0780607,0.195239,1.03597,0.00217687,0.32176
6.5,1071.4,2,0.143665,0.0656234,0.0780411,0.195206,1.03581,0.00218465,0.32181
6.5,1122.5,2,0.144256,0.0662347,0.0780216,0.195173,1.03565,0.00219243,0.32186
6.5,1173.5,2,0.144846,0.0668439,0.0780023,0.195141,1.03549,0.00220018,0.321908
6.5,1224.5,2,0.145435,0.0674521,0.0779831,0.195108,1.03534,0.00220791,0.321956
6.5,1275.5,2,0.146023,0.0680594,0.077964,0.195076,1.03519,0.00221563,0.322003
6.5,1326.5,2,0.146611,0.0686658,0.077945,0.195045,1.03504,0.00222333,0.32205
6.5,1377.6,2,0.147199,0.0692724,0.0779262,0.195013,1.03489,0.00223103,0.322096
6.5,1428.6,2,0.147784,0.069877,0.0779075,0.194982,1.03474,0.00223869,0.322141
6.5,102.0,2,0.132279,0.0538406,0.0784381,0.195891,1.03928,0.00203381,0.320734
6.5,1479.6,2,0.14837,0.0704806,0.077889,0.194952,1.0346,0.00224635,0.322186
6.5,1530.6,2,0.148954,0.0710834,0.0778705,0.194921,1.03446,0.00225398,0.322229
6.5,1581.6,2,0.149537,0.0716852,0.0778522,0.194891,1.03432,0.0022616,0.322273
6.5,1632.7,2,0.150121,0.0722873,0.077834,0.194861,1.03418,0.00226922,0.322315
6.5,1683.7,2,0.150703,0.0728874,0.0778159,0.194832,1.03405,0.00227681,0.322357
6.5,1734.7,2,0.151285,0.0734865,0.077798,0.194802,1.03392,0.00228438,0.322398
6.5,1785.7,2,0.151865,0.0740848,0.0777802,0.194773,1.03379,0.00229193,0.322439
6.5,1836.7,2,0.152445,0.0746822,0.0777626,0.194745,1.03366,0.00229947,0.322479
6.5,1887.8,2,0.153025,0.0752799,0.077745,0.194716,1.03353,0.00230701,0.322518
6.5,1938.8,2,0.153603,0.0758755,0.0777276,0.194688,1.03341,0.00231452,0.322557
6.5,153.1,2,0.132887,0.0544709,0.0784159,0.195852,1.03908,0.00204192,0.320798
6.5,1989.8,2,0.154181,0.0764704,0.0777103,0.19466,1.03329,0.00232201,0.322595
6.5,2040.8,2,0.154757,0.0770643,0.0776932,0.194633,1.03317,0.00232949,0.322632
6.5,2091.8,2,0.155333,0.0776574,0.0776761,0.194606,1.03305,0.00233695,0.322669
6.5,2142.9,2,0.15591,0.0782508,0.0776591,0.194578,1.03293,0.00234441,0.322705
6.5,2193.9,2,0.156484,0.0788422,0.0776423,0.194552,1.03282,0.00235184,0.322741
6.5,2244.9,2,0.157058,0.0794327,0.0776257,0.194525,1.03271,0.00235926,0.322776
6.5,2295.9,2,0.157632,0.0800224,0.0776091,0.194499,1.0326,0.00236666,0.32281
6.5,2346.9,2,0.158204,0.0806113,0.0775926,0.194473,1.03249,0.00237405,0.322844
6.5,2398.0,2,0.158777,0.0812005,0.0775763,0.194447,1.03239,0.00238143,0.322877
6.5,2449.0,2,0.159348,0.0817878,0.07756,0.194422,1.03228,0.00238879,0.322909
6.5,204.1,2,0.133493,0.0550989,0.0783938,0.195813,1.03887,0.00204999,0.32086
6.5,2500.0,2,0.159918,0.0823742,0.0775439,0.194397,1.03218,0.00239613,0.322941
6.5,255.1,2,0.134098,0.0557257,0.0783719,0.195775,1.03867,0.00205805,0.320922
6.5,306.1,2,0.134702,0.0563516,0.0783501,0.195737,1.03848,0.00206609,0.320983
6.5,357.1,2,0.135305,0.0569766,0.0783287,0.1957,1.03828,0.00207411,0.321044
6.5,408.2,2,0.135909,0.0576017,0.0783072,0.195662,1.03809,0.00208213,0.321103
7.0,0.0,1,0.0109567,0.00777106,0.00318564,0.00814783,0.250509,0.0185034,1.33062
7.0,459.2,1,0.0111253,0.00792876,0.00319656,0.00817604,0.250899,0.0185582,1.32856
7.0,510.2,1,0.0111439,0.00794615,0.00319773,0.00817907,0.25094,0.0185637,1.32834
7.0,561.2,1,0.0111624,0.00796351,0.00319889,0.00818208,0.250982,0.018569,1.32812
7.0,612.2,1,0.0111809,0.00798084,0.00320005,0.00818507,0.251022,0.0185742,1.3279
7.0,663.3,1,0.0111994,0.00799816,0.00320119,0.00818804,0.251063,0.0185793,1.32769
7.0,714.3,1,0.0112178,0.00801544,0.00320233,0.00819099,0.251104,0.0185843,1.32747
7.0,765.3,1,0.0112362,0.00803271,0.00320346,0.00819393,0.251144,0.0185891,1.32726
7.0,816.3,1,0.0112545,0.00804994,0.00320458,0.00819685,0.251183,0.0185939,1.32705
7.0,867.4,1,0.0112729,0.00806718,0.0032057,0.00819975,0.251223,0.0185985,1.32684
7.0,918.4,1,0.0112912,0.00808436,0.0032068,0.00820263,0.251262,0.018603,1.32664
7.0,51.0,1,0.0109756,0.00778868,0.00318689,0.00815104,0.250554,0.01851,1.33039
7.0,969.4,1,0.0113094,0.00810153,0.0032079,0.00820549,0.251301,0.0186073,1.32643
7.0,1020.4,1,0.0113277,0.00811866,0.003209,0.00820834,0.25134,0.0186116,1.32623
7.0,1071.4,1,0.0113459,0.00813578,0.00321008,0.00821116,0.251378,0.0186158,1.32602
7.0,1122.5,1,0.0113641,0.0081529,0.00321116,0.00821398,0.251416,0.0186198,1.32582
7.0,1173.5,1,0.0113822,0.00816996,0.00321223,0.00821677,0.251454,0.0186238,1.32562
7.0,1224.5,1,0.0114003,0.008187,0.00321329,0.00821954,0.251491,0.0186276,1.32543
7.0,1275.5,1,0.0114184,0.00820401,0.00321435,0.0082223,0.251529,0.0186314,1.32523
7.0,1326.5,1,0.0114364,0.00822101,0.0032154,0.00822504,0.251566,0.018635,1.32504
7.0,1377.6,1,0.0114544,0.00823801,0.00321644,0.00822776,0.251602,0.0186385,1.32484
7.0,1428.6,1,0.0114724,0.00825496,0.00321748,0.00823047,0.251639,0.0186419,1.32465
7.0,102.0,1,0.0109944,0.00780628,0.00318813,0.00815424,0.250598,0.0185165,1.33015
7.0,1479.6,1,0.0114904,0.00827188,0.00321851,0.00823316,0.251675,0.0186453,1.32446
7.0,1530.6,1,0.0115083,0.00828877,0.00321953,0.00823584,0.251711,0.0186485,1.32427
7.0,1581.6,1,0.0115262,0.00830565,0.00322054,0.0082385,0.251747,0.0186516,1.32408
7.0,1632.7,1,0.0115441,0.00832254,0.00322155,0.00824114,0.251782,0.0186546,1.3239
7.0,1683.7,1,0.0115619,0.00833936,0.00322256,0.00824377,0.251817,0.0186576,1.32371
7.0,1734.7,1,0.0115797,0.00835618,0.00322355,0.00824638,0.251852,0.0186604,1.32353
7.0,1785.7,1,0.0115975,0.00837295,0.00322454,0.00824898,0.251887,0.0186632,1.32335
7.0,1836.7,1,0.0116152,0.00838972,0.00322552,0.00825156,0.251921,0.0186658,1.32316
7.0,1887.8,1,0.011633,0.00840649,0.0032265,0.00825413,0.251956,0.0186684,1.32298
7.0,1938.8,1,0.0116507,0.0084232,0.00322747,0.00825668,0.25199,0.0186708,1.32281
7.0,153.1,1,0.0110132,0.00782388,0.00318936,0.00815742,0.250642,0.0185228,1.32992
7.0,1989.8,1,0.0116683,0.0084399,0.00322843,0.00825922,0.252023,0.0186732,1.32263
7.0,2040.8,1,0.011686,0.00845656,0.00322939,0.00826174,0.252057,0.0186755,1.32245
7.0,2091.8,1,0.0117036,0.00847322,0.00323034,0.00826424,0.25209,0.0186777,1.32228
7.0,2142.9,1,0.0117212,0.00848987,0.00323129,0.00826674,0.252123,0.0186798,1.3221
7.0,2193.9,1,0.0117387,0.00850648,0.00323223,0.00826922,0.252156,0.0186818,1.32193
7.0,2244.9,1,0.0117562,0.00852306,0.00323317,0.00827168,0.252189,0.0186837,1.32176
7.0,2295.9,1,0.0117737,0.00853963,0.00323409,0.00827413,0.252221,0.0186856,1.32159
7.0,2346.9,1,0.0117912,0.00855616,0.00323502,0.00827657,0.252253,0.0186873,1.32142
7.0,2398.0,1,0.0118087,0.00857272,0.00323593,0.00827899,0.252285,0.018689,1.32126
7.0,2449.0,1,0.0118261,0.00858921,0.00323684,0.0082814,0.252317,0.0186906,1.32109
7.0,204.1,1,0.011032,0.00784142,0.00319058,0.00816057,0.250686,0.0185291,1.32969
7.0,2500.0,1,0.0118434,0.00860569,0.00323775,0.00828379,0.252348,0.0186921,1.32093
7.0,255.1,1,0.0110507,0.00785893,0.00319179,0.0081637,0.250729,0.0185352,1.32946
7.0,306.1,1,0.0110694,0.00787642,0.00319299,0.00816681,0.250772,0.0185411,1.32923
7.0,357.1,1,0.0110881,0.00789388,0.00319419,0.0081699,0.250814,0.0185469,1.329
7.0,408.2,1,0.0111067,0.00791136,0.00319538,0.00817298,0.250857,0.0185526,1.32878
7.0,0.0,2,0.130753,0.0523917,0.0783611,0.195963,1.04023,0.00201325,0.320442
7.0,459.2,2,0.136245,0.0580591,0.0781861,0.19568,1.03843,0.00208643,0.320996
7.0,510.2,2,0.136851,0.0586834,0.0781673,0.19565,1.03825,0.00209447,0.321054
7.0,561.2,2,0.137455,0.0593066,0.0781487,0.19562,1.03806,0.00210249,0.32111
7.0,612.2,2,0.138059,0.0599289,0.0781302,0.195591,1.03788,0.00211049,0.321167
7.0,663.3,2,0.138663,0.0605511,0.078112,0.195562,1.0377,0.00211849,0.321222
7.0,714.3,2,0.139265,0.0611713,0.0780938,0.195534,1.03753,0.00212646,0.321277
7.0,765.3,2,0.139866,0.0617906,0.0780757,0.195505,1.03735,0.00213441,0.321331
7.0,816.3,2,0.140467,0.0624089,0.0780578,0.195477,1.03718,0.00214234,0.321384
7.0,867.4,2,0.141067,0.0630274,0.07804,0.19545,1.03701,0.00215028,0.321437
7.0,918.4,2,0.141666,0.0636437,0.0780224,0.195422,1.03684,0.00215817,0.321488
7.0,51.0,2,0.131366,0.0530254,0.0783411,0.19593,1.04002,0.00202145,0.320507
7.0,969.4,2,0.142264,0.064259,0.0780049,0.195395,1.03668,0.00216606,0.321539
7.0,1020.4,2,0.142861,0.0648734,0.0779875,0.195368,1.03652,0.00217392,0.32159
7.0,1071.4,2,0.143457,0.0654869,0.0779703,0.195342,1.03636,0.00218177,0.321639
7.0,1122.5,2,0.144054,0.0661005,0.0779531,0.195316,1.0362,0.00218962,0.321688
7.0,1173.5,2,0.144648,0.0667121,0.0779361,0.19529,1.03605,0.00219744,0.321736
7.0,1224.5,2,0.145242,0.0673227,0.0779192,0.195264,1.03589,0.00220523,0.321784
7.0,1275.5,2,0.145835,0.0679323,0.0779026,0.195239,1.03574,0.00221302,0.321831
7.0,1326.5,2,0.146427,0.068541,0.077886,0.195214,1.03559,0.00222078,0.321877
7.0,1377.6,2,0.147019,0.06915,0.0778695,0.195189,1.03545,0.00222855,0.321922
7.0,1428.6,2,0.14761,0.0697569,0.0778531,0.195165,1.0353,0.00223628,0.321967
7.0,102.0,2,0.131979,0.0536579,0.0783212,0.195898,1.03981,0.00202963,0.320571
7.0,1479.6,2,0.1482,0.0703628,0.077837,0.195141,1.03516,0.002244,0.322011
7.0,1530.6,2,0.148789,0.0709678,0.0778209,0.195117,1.03502,0.0022517,0.322054
7.0,1581.6,2,0.149377,0.071572,0.0778049,0.195093,1.03489,0.00225938,0.322097
7.0,1632.7,2,0.149965,0.0721764,0.0777891,0.19507,1.03475,0.00226707,0.322139
7.0,1683.7,2,0.150552,0.0727788,0.0777733,0.195047,1.03462,0.00227472,0.32218
7.0,1734.7,2,0.151138,0.0733802,0.0777578,0.195024,1.03449,0.00228235,0.322221
7.0,1785.7,2,0.151723,0.0739808,0.0777423,0.195002,1.03436,0.00228997,0.322261
7.0,1836.7,2,0.152307,0.0745805,0.0777269,0.19498,1.03423,0.00229758,0.322301
7.0,1887.8,2,0.152892,0.0751805,0.0777117,0.194958,1.03411,0.00230518,0.32234
7.0,1938.8,2,0.153475,0.0757785,0.0776965,0.194936,1.03398,0.00231275,0.322378
7.0,153.1,2,0.132592,0.0542907,0.0783014,0.195865,1.03961,0.00203781,0.320634
7.0,1989.8,2,0.154057,0.0763756,0.0776815,0.194914,1.03386,0.00232031,0.322416
7.0,2040.8,2,0.154638,0.0769718,0.0776666,0.194893,1.03374,0.00232785,0.322452
7.0,2091.8,2,0.155219,0.0775672,0.0776519,0.194873,1.03363,0.00233537,0.322489
7.0,2142.9,2,0.1558,0.0781628,0.0776372,0.194852,1.03351,0.0023429,0.322524
7.0,2193.9,2,0.156379,0.0787565,0.0776227,0.194832,1.0334,0.00235039,0.322559
7.0,2244.9,2,0.156958,0.0793493,0.0776083,0.194811,1.03329,0.00235787,0.322594
7.0,2295.9,2,0.157535,0.0799413,0.077594,0.194792,1.03318,0.00236533,0.322628
7.0,2346.9,2,0.158112,0.0805324,0.0775798,0.194772,1.03308,0.00237278,0.322661
7.0,2398.0,2,0.15869,0.0811238,0.0775657,0.194753,1.03297,0.00238022,0.322693
7.0,2449.0,2,0.159265,0.0817133,0.0775518,0.194734,1.03287,0.00238764,0.322726
7.0,204.1,2,0.133203,0.0549211,0.0782817,0.195833,1.03941,0.00204596,0.320696
7.0,2500.0,2,0.15984,0.082302,0.0775379,0.194715,1.03277,0.00239504,0.322757
7.0,255.1,2,0.133813,0.0555505,0.0782623,0.195802,1.03921,0.00205408,0.320758
7.0,306.1,2,0.134422,0.0561788,0.0782429,0.195771,1.03901,0.00206219,0.320818
7.0,357.1,2,0.13503,0.0568063,0.078224,0.195741,1.03882,0.00207028,0.320878
7.0,408.2,2,0.135639,0.0574338,0.078205,0.19571,1.03862,0.00207837,0.320938
7.5,0.0,1,0.0109725,0.00780607,0.00316645,0.00810518,0.250467,0.0184838,1.33085
7.5,459.2,1,0.0111421,0.00796445,0.00317765,0.00813418,0.250857,0.0185386,1.32878
7.5,510.2,1,0.0111608,0.00798191,0.00317885,0.0081373,0.250898,0.018544,1.32856
7.5,561.2,1,0.0111794,0.00799933,0.00318004,0.0081404,0.25094,0.0185493,1.32834
7.5,612.2,1,0.011198,0.00801673,0.00318122,0.00814349,0.250981,0.0185545,1.32812
